"site","channel","audit_schema","contract_id","contract_version","product","source_release","release_doi","source_receipt_id","raw_source_digest","source_normalization","n_plot_event_contexts","n_published_opportunity_keys","n_opportunity_source_records","n_measurement_only_contexts","n_measurement_records_without_opportunity_source","n_channel_measurement_only_contexts_with_records","n_channel_measurement_records_without_opportunity_source","n_opportunity_key_conflict_groups","n_supported_contexts","n_explicit_absences","n_held_contexts","n_sampled_with_records","n_sampled_absence","n_held_sampling_impractical","n_held_dendrometer_only","n_held_missing_area","n_held_opportunity_unknown","n_held_presence_record_conflict","n_held_metric_invalid","n_held_identity_conflict","n_held_opportunity_source_missing","held_reason_counts","n_measurement_records","n_live_measurement_records","n_invalid_metric_records","n_protocol_identity_conflict_keys","n_protocol_identity_conflict_records","n_nonblank_dataqf_records","dataqf_value_counts","dataqf_handling","n_nonblank_tag_status_records","n_non_ok_tag_status_records","non_ok_tag_status_value_counts","n_nonblank_changed_measurement_location_records","n_changed_measurement_location_records","changed_measurement_location_value_counts"
"DSNY","shrub_sapling_basal","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",87,87,87,0,0,0,0,0,10,0,77,10,0,8,0,0,68,1,0,0,0,"[{""status"":""held_opportunity_unknown"",""reason"":""no records and presence does not establish sampled absence"",""count"":1},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":67},{""status"":""held_presence_record_conflict"",""reason"":""presence says sampled/present but no measurement records exist"",""count"":1},{""status"":""held_sampling_impractical"",""reason"":""samplingImpractical=logistical"",""count"":8}]",1727,1023,28,6,12,1081,"[{""value"":""legacyData"",""count"":1081}]","preserved_and_counted_not_excluded",1693,578,"[{""value"":""notRequired"",""count"":576},{""value"":""replaced"",""count"":2}]",646,1,"[{""value"":""newRootingPoint"",""count"":1}]"
"GRSM","tree_dbh","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",162,157,157,5,609,5,219,0,38,0,124,38,0,1,0,0,100,0,14,4,5,"[{""status"":""held_identity_conflict"",""reason"":""1 channel stem locator violates plotID + eventID + individualID + tempStemID uniqueness"",""count"":4},{""status"":""held_metric_invalid"",""reason"":""1 live channel record lacks a finite positive threshold-compatible diameter"",""count"":5},{""status"":""held_metric_invalid"",""reason"":""10 live channel records lack a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_metric_invalid"",""reason"":""2 live channel records lack a finite positive threshold-compatible diameter"",""count"":2},{""status"":""held_metric_invalid"",""reason"":""20 live channel records lack a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_metric_invalid"",""reason"":""23 live channel records lack a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_metric_invalid"",""reason"":""24 live channel records lack a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_metric_invalid"",""reason"":""3 live channel records lack a finite positive threshold-compatible diameter"",""count"":2},{""status"":""held_metric_invalid"",""reason"":""4 live channel records lack a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_opportunity_source_missing"",""reason"":""no published vst_perplotperyear row for this plotID + eventID; sampling effort, absence, and sampled area are unknown"",""count"":5},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":100},{""status"":""held_sampling_impractical"",""reason"":""samplingImpractical=other"",""count"":1}]",6311,5265,208,4,4,3298,"[{""value"":""legacyData"",""count"":3297},{""value"":""legacyData | noMapTagData"",""count"":1}]","preserved_and_counted_not_excluded",6301,5,"[{""value"":""notRequired"",""count"":1},{""value"":""replaced"",""count"":3},{""value"":""unknown"",""count"":1}]",1947,11,"[{""value"":""boleChange"",""count"":2},{""value"":""branchGrowth"",""count"":1},{""value"":""damage"",""count"":3},{""value"":""deformityGrowth"",""count"":5}]"
"GRSM","shrub_sapling_basal","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",162,157,157,5,609,5,191,0,45,0,117,45,0,1,0,0,100,0,1,10,5,"[{""status"":""held_identity_conflict"",""reason"":""1 channel stem locator violates plotID + eventID + individualID + tempStemID uniqueness"",""count"":10},{""status"":""held_metric_invalid"",""reason"":""1 live channel record lacks a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_opportunity_source_missing"",""reason"":""no published vst_perplotperyear row for this plotID + eventID; sampling effort, absence, and sampled area are unknown"",""count"":5},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":100},{""status"":""held_sampling_impractical"",""reason"":""samplingImpractical=other"",""count"":1}]",8081,6800,373,10,14,2945,"[{""value"":""legacyData"",""count"":2943},{""value"":""legacyData | noMapTagData"",""count"":2}]","preserved_and_counted_not_excluded",8080,1,"[{""value"":""tagRemoved"",""count"":1}]",3929,69,"[{""value"":""boleChange"",""count"":49},{""value"":""branchGrowth"",""count"":6},{""value"":""damage"",""count"":6},{""value"":""deformityGrowth"",""count"":8}]"
"GUAN","tree_dbh","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",141,141,141,0,0,0,0,0,10,0,131,10,0,1,0,0,81,0,46,3,0,"[{""status"":""held_identity_conflict"",""reason"":""1 channel stem locator violates plotID + eventID + individualID + tempStemID uniqueness"",""count"":2},{""status"":""held_identity_conflict"",""reason"":""2 channel stem locators violate plotID + eventID + individualID + tempStemID uniqueness"",""count"":1},{""status"":""held_metric_invalid"",""reason"":""1 live channel record lacks a finite positive threshold-compatible diameter"",""count"":10},{""status"":""held_metric_invalid"",""reason"":""11 live channel records lack a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_metric_invalid"",""reason"":""12 live channel records lack a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_metric_invalid"",""reason"":""13 live channel records lack a finite positive threshold-compatible diameter"",""count"":4},{""status"":""held_metric_invalid"",""reason"":""18 live channel records lack a finite positive threshold-compatible diameter"",""count"":2},{""status"":""held_metric_invalid"",""reason"":""19 live channel records lack a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_metric_invalid"",""reason"":""2 live channel records lack a finite positive threshold-compatible diameter"",""count"":6},{""status"":""held_metric_invalid"",""reason"":""20 live channel records lack a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_metric_invalid"",""reason"":""22 live channel records lack a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_metric_invalid"",""reason"":""3 live channel records lack a finite positive threshold-compatible diameter"",""count"":4},{""status"":""held_metric_invalid"",""reason"":""4 live channel records lack a finite positive threshold-compatible diameter"",""count"":2},{""status"":""held_metric_invalid"",""reason"":""5 live channel records lack a finite positive threshold-compatible diameter"",""count"":3},{""status"":""held_metric_invalid"",""reason"":""6 live channel records lack a finite positive threshold-compatible diameter"",""count"":2},{""status"":""held_metric_invalid"",""reason"":""7 live channel records lack a finite positive threshold-compatible diameter"",""count"":5},{""status"":""held_metric_invalid"",""reason"":""8 live channel records lack a finite positive threshold-compatible diameter"",""count"":3},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":81},{""status"":""held_sampling_impractical"",""reason"":""samplingImpractical=logistical"",""count"":1}]",4135,3501,689,5,10,2051,"[{""value"":""legacyData"",""count"":2051}]","preserved_and_counted_not_excluded",4132,10,"[{""value"":""removed"",""count"":1},{""value"":""tagRemoved"",""count"":8},{""value"":""unknown"",""count"":1}]",1850,15,"[{""value"":""boleChange"",""count"":1},{""value"":""branchGrowth"",""count"":3},{""value"":""damage"",""count"":3},{""value"":""deformityGrowth"",""count"":6},{""value"":""protocolChange"",""count"":2}]"
"GUAN","shrub_sapling_basal","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",141,141,141,0,0,0,0,0,50,0,91,50,0,1,0,0,81,0,0,9,0,"[{""status"":""held_identity_conflict"",""reason"":""1 channel stem locator violates plotID + eventID + individualID + tempStemID uniqueness"",""count"":4},{""status"":""held_identity_conflict"",""reason"":""2 channel stem locators violate plotID + eventID + individualID + tempStemID uniqueness"",""count"":2},{""status"":""held_identity_conflict"",""reason"":""5 channel stem locators violate plotID + eventID + individualID + tempStemID uniqueness"",""count"":1},{""status"":""held_identity_conflict"",""reason"":""6 channel stem locators violate plotID + eventID + individualID + tempStemID uniqueness"",""count"":1},{""status"":""held_identity_conflict"",""reason"":""8 channel stem locators violate plotID + eventID + individualID + tempStemID uniqueness"",""count"":1},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":81},{""status"":""held_sampling_impractical"",""reason"":""samplingImpractical=logistical"",""count"":1}]",12054,11020,848,28,58,6691,"[{""value"":""bb"",""count"":1},{""value"":""legacyData"",""count"":6690}]","preserved_and_counted_not_excluded",12048,9,"[{""value"":""removed"",""count"":2},{""value"":""replaced"",""count"":1},{""value"":""tagRemoved"",""count"":5},{""value"":""unknown"",""count"":1}]",4976,121,"[{""value"":""boleChange"",""count"":9},{""value"":""branchGrowth"",""count"":26},{""value"":""damage"",""count"":2},{""value"":""deformityGrowth"",""count"":82},{""value"":""newRootingPoint"",""count"":2}]"
"HARV","tree_dbh","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",216,212,212,4,232,4,85,0,37,0,179,37,0,0,0,0,152,0,22,1,4,"[{""status"":""held_identity_conflict"",""reason"":""1 channel stem locator violates plotID + eventID + individualID + tempStemID uniqueness"",""count"":1},{""status"":""held_metric_invalid"",""reason"":""1 live channel record lacks a finite positive threshold-compatible diameter"",""count"":10},{""status"":""held_metric_invalid"",""reason"":""2 live channel records lack a finite positive threshold-compatible diameter"",""count"":3},{""status"":""held_metric_invalid"",""reason"":""3 live channel records lack a finite positive threshold-compatible diameter"",""count"":5},{""status"":""held_metric_invalid"",""reason"":""4 live channel records lack a finite positive threshold-compatible diameter"",""count"":4},{""status"":""held_opportunity_source_missing"",""reason"":""no published vst_perplotperyear row for this plotID + eventID; sampling effort, absence, and sampled area are unknown"",""count"":4},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":152}]",11508,9238,150,6,6,5490,"[{""value"":""legacyData"",""count"":5463},{""value"":""legacyData | noMapTagData"",""count"":24},{""value"":""measurementError"",""count"":3}]","preserved_and_counted_not_excluded",11469,58,"[{""value"":""removed"",""count"":4},{""value"":""replaced"",""count"":49},{""value"":""tagRemoved"",""count"":5}]",3520,37,"[{""value"":""boleChange"",""count"":3},{""value"":""branchGrowth"",""count"":6},{""value"":""deformityGrowth"",""count"":11},{""value"":""protocolChange"",""count"":17}]"
"HARV","shrub_sapling_basal","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",216,212,212,4,232,4,75,0,57,0,159,57,0,0,0,0,152,0,0,3,4,"[{""status"":""held_identity_conflict"",""reason"":""1 channel stem locator violates plotID + eventID + individualID + tempStemID uniqueness"",""count"":3},{""status"":""held_opportunity_source_missing"",""reason"":""no published vst_perplotperyear row for this plotID + eventID; sampling effort, absence, and sampled area are unknown"",""count"":4},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":152}]",5593,4574,131,4,4,2491,"[{""value"":""legacyData"",""count"":2478},{""value"":""legacyData | noMapTagData"",""count"":13}]","preserved_and_counted_not_excluded",5579,26,"[{""value"":""replaced"",""count"":22},{""value"":""tagRemoved"",""count"":4}]",1652,8,"[{""value"":""branchGrowth"",""count"":1},{""value"":""damage"",""count"":3},{""value"":""deformityGrowth"",""count"":1},{""value"":""newRootingPoint"",""count"":1},{""value"":""protocolChange"",""count"":2}]"
"HEAL","tree_dbh","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",182,181,181,1,18,0,0,0,71,42,111,29,42,20,0,0,87,3,0,0,1,"[{""status"":""held_opportunity_source_missing"",""reason"":""no published vst_perplotperyear row for this plotID + eventID; sampling effort, absence, and sampled area are unknown"",""count"":1},{""status"":""held_opportunity_unknown"",""reason"":""dataCollected=partial"",""count"":1},{""status"":""held_opportunity_unknown"",""reason"":""no records and presence does not establish sampled absence"",""count"":2},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":84},{""status"":""held_presence_record_conflict"",""reason"":""presence says sampled/present but no measurement records exist"",""count"":3},{""status"":""held_sampling_impractical"",""reason"":""samplingImpractical=logistical"",""count"":20}]",137,136,7,0,0,68,"[{""value"":""legacyData"",""count"":68}]","preserved_and_counted_not_excluded",136,0,"[]",69,1,"[{""value"":""branchGrowth"",""count"":1}]"
"HEAL","shrub_sapling_basal","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",182,181,181,1,18,1,18,0,65,2,117,63,2,20,0,0,87,0,0,9,1,"[{""status"":""held_identity_conflict"",""reason"":""1 channel stem locator violates plotID + eventID + individualID + tempStemID uniqueness"",""count"":8},{""status"":""held_identity_conflict"",""reason"":""5 channel stem locators violate plotID + eventID + individualID + tempStemID uniqueness"",""count"":1},{""status"":""held_opportunity_source_missing"",""reason"":""no published vst_perplotperyear row for this plotID + eventID; sampling effort, absence, and sampled area are unknown"",""count"":1},{""status"":""held_opportunity_unknown"",""reason"":""dataCollected=partial"",""count"":1},{""status"":""held_opportunity_unknown"",""reason"":""no records and presence does not establish sampled absence"",""count"":2},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":84},{""status"":""held_sampling_impractical"",""reason"":""samplingImpractical=logistical"",""count"":20}]",8006,6777,1138,43,81,4501,"[{""value"":""1"",""count"":1},{""value"":""TE"",""count"":1},{""value"":""legacyData"",""count"":4494},{""value"":""legacyData | noMapTagData"",""count"":5}]","preserved_and_counted_not_excluded",7586,20,"[{""value"":""replaced"",""count"":2},{""value"":""tagRemoved"",""count"":18}]",3506,24,"[{""value"":""branchGrowth"",""count"":1},{""value"":""deformityGrowth"",""count"":3},{""value"":""newRootingPoint"",""count"":2},{""value"":""protocolChange"",""count"":18}]"
"JERC","tree_dbh","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",202,195,196,7,1750,7,133,1,18,0,184,18,0,18,0,0,156,0,1,2,7,"[{""status"":""held_identity_conflict"",""reason"":""1 channel stem locator violates plotID + eventID + individualID + tempStemID uniqueness"",""count"":1},{""status"":""held_identity_conflict"",""reason"":""multiple published vst_perplotperyear rows share this plot-event key"",""count"":1},{""status"":""held_metric_invalid"",""reason"":""1 live channel record lacks a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_opportunity_source_missing"",""reason"":""no published vst_perplotperyear row for this plotID + eventID; sampling effort, absence, and sampled area are unknown"",""count"":7},{""status"":""held_opportunity_unknown"",""reason"":""dataCollected=partial"",""count"":20},{""status"":""held_opportunity_unknown"",""reason"":""no records and presence does not establish sampled absence"",""count"":1},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":135},{""status"":""held_sampling_impractical"",""reason"":""samplingImpractical=logistical"",""count"":18}]",1456,1363,36,1,1,679,"[{""value"":""legacyData"",""count"":679}]","preserved_and_counted_not_excluded",1456,3,"[{""value"":""replaced"",""count"":3}]",551,20,"[{""value"":""boleChange"",""count"":3},{""value"":""branchGrowth"",""count"":2},{""value"":""damage"",""count"":9},{""value"":""deformityGrowth"",""count"":2},{""value"":""protocolChange"",""count"":4}]"
"JERC","shrub_sapling_basal","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",202,195,196,7,1750,7,1045,1,20,0,182,20,0,18,0,0,156,0,0,1,7,"[{""status"":""held_identity_conflict"",""reason"":""multiple published vst_perplotperyear rows share this plot-event key"",""count"":1},{""status"":""held_opportunity_source_missing"",""reason"":""no published vst_perplotperyear row for this plotID + eventID; sampling effort, absence, and sampled area are unknown"",""count"":7},{""status"":""held_opportunity_unknown"",""reason"":""dataCollected=partial"",""count"":20},{""status"":""held_opportunity_unknown"",""reason"":""no records and presence does not establish sampled absence"",""count"":1},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":135},{""status"":""held_sampling_impractical"",""reason"":""samplingImpractical=logistical"",""count"":18}]",12483,6697,46,48,84,7317,"[{""value"":""T"",""count"":1},{""value"":""i"",""count"":1},{""value"":""legacyData"",""count"":6982},{""value"":""legacyData | noMapTagData"",""count"":333}]","preserved_and_counted_not_excluded",12472,4040,"[{""value"":""notRequired"",""count"":4013},{""value"":""removed"",""count"":1},{""value"":""replaced"",""count"":1},{""value"":""untagged"",""count"":25}]",3952,13,"[{""value"":""boleChange"",""count"":1},{""value"":""branchGrowth"",""count"":7},{""value"":""damage"",""count"":3},{""value"":""deformityGrowth"",""count"":2}]"
"JORN","tree_dbh","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",180,180,181,0,0,0,0,1,25,25,155,0,25,25,0,0,129,0,0,1,0,"[{""status"":""held_identity_conflict"",""reason"":""multiple published vst_perplotperyear rows share this plot-event key"",""count"":1},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":129},{""status"":""held_sampling_impractical"",""reason"":""samplingImpractical=logistical"",""count"":25}]",0,0,0,0,0,0,"[]","preserved_and_counted_not_excluded",0,0,"[]",0,0,"[]"
"JORN","shrub_sapling_basal","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",180,180,181,0,0,0,0,1,23,0,157,23,0,25,0,0,129,0,0,3,0,"[{""status"":""held_identity_conflict"",""reason"":""1 channel stem locator violates plotID + eventID + individualID + tempStemID uniqueness"",""count"":2},{""status"":""held_identity_conflict"",""reason"":""multiple published vst_perplotperyear rows share this plot-event key"",""count"":1},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":129},{""status"":""held_sampling_impractical"",""reason"":""samplingImpractical=logistical"",""count"":25}]",8578,5362,13,4,8,1134,"[{""value"":""legacyData"",""count"":1134}]","preserved_and_counted_not_excluded",8566,2,"[{""value"":""tagRemoved"",""count"":2}]",3687,0,"[]"
"KONZ","tree_dbh","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",178,177,177,1,67,1,5,0,24,20,154,4,20,0,0,0,150,3,0,0,1,"[{""status"":""held_opportunity_source_missing"",""reason"":""no published vst_perplotperyear row for this plotID + eventID; sampling effort, absence, and sampled area are unknown"",""count"":1},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":150},{""status"":""held_presence_record_conflict"",""reason"":""presence says sampled/present but no measurement records exist"",""count"":3}]",188,172,7,0,0,75,"[{""value"":""legacyData"",""count"":75}]","preserved_and_counted_not_excluded",188,1,"[{""value"":""replaced"",""count"":1}]",49,0,"[]"
"KONZ","shrub_sapling_basal","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",178,177,177,1,67,1,34,0,20,0,158,20,0,0,0,0,150,1,0,6,1,"[{""status"":""held_identity_conflict"",""reason"":""1 channel stem locator violates plotID + eventID + individualID + tempStemID uniqueness"",""count"":2},{""status"":""held_identity_conflict"",""reason"":""12 channel stem locators violate plotID + eventID + individualID + tempStemID uniqueness"",""count"":1},{""status"":""held_identity_conflict"",""reason"":""17 channel stem locators violate plotID + eventID + individualID + tempStemID uniqueness"",""count"":1},{""status"":""held_identity_conflict"",""reason"":""3 channel stem locators violate plotID + eventID + individualID + tempStemID uniqueness"",""count"":1},{""status"":""held_identity_conflict"",""reason"":""7 channel stem locators violate plotID + eventID + individualID + tempStemID uniqueness"",""count"":1},{""status"":""held_opportunity_source_missing"",""reason"":""no published vst_perplotperyear row for this plotID + eventID; sampling effort, absence, and sampled area are unknown"",""count"":1},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":150},{""status"":""held_presence_record_conflict"",""reason"":""presence says sampled/present but no measurement records exist"",""count"":1}]",9151,6226,47,50,108,3118,"[{""value"":""10"",""count"":1},{""value"":""legacyData"",""count"":3117}]","preserved_and_counted_not_excluded",9141,523,"[{""value"":""notRequired"",""count"":513},{""value"":""removed"",""count"":1},{""value"":""replaced"",""count"":2},{""value"":""tagRemoved"",""count"":7}]",2668,9,"[{""value"":""branchGrowth"",""count"":5},{""value"":""damage"",""count"":1},{""value"":""deformityGrowth"",""count"":3}]"
"LAJA","tree_dbh","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",5,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,"[{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":5}]",25,25,1,0,0,20,"[{""value"":""legacyData"",""count"":15},{""value"":""legacyData | noMapTagData"",""count"":5}]","preserved_and_counted_not_excluded",25,0,"[]",0,0,"[]"
"LAJA","shrub_sapling_basal","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",5,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,"[{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":5}]",163,162,1,0,0,146,"[{""value"":""legacyData"",""count"":146}]","preserved_and_counted_not_excluded",163,0,"[]",0,0,"[]"
